Title,DOI,Abstract
Comparison of nasopharyngeal and oropharyngeal swabs for SARS-CoV-2 detection in 353 patients received tests with both specimens simultaneously,10.1016/j.ijid.2020.04.023,"Background: Since the outbreak of coronavirus disease (COVID-19) in Wuhan in December 2019, by March 10, 2020, a total of 80,932 confirmed cases have been reported in China. Two consecutively negative RT-PCR test results in respiratory tract specimens is required for the evaluation of discharge from hospital, and oropharyngeal swabs were the most common sample. However, false negative results occurred in the late stage of hospitalization, and avoiding false negative result is critical essential. Methods: We reviewed the medical record of 353 patients who received tests with both specimens simultaneously, and compared the performance between nasopharyngeal and oropharyngeal swabs. Results: Of the 353 patients (outpatients, 192; inpatients, 161) studied, the median age was 54 years, and 177 (50.1%) were women. Higher positive rate (positive tests/total tests) was observed in nasopharyngeal swabs than oropharyngeal swabs, especially in inpatients. Nasopharyngeal swabs from inpatients showed higher positive rate than outpatients. Nasopharyngeal swabs from male showed higher positive rate than female, especially in outpatients. Detection with both specimens slightly increased the positive rate than nasopharyngeal swab only. Moreover, the consistency between from nasopharyngeal and oropharyngeal swabs were poor (Kappa = 0.308). Conclusion: In conclusion, our study suggests that nasopharyngeal swabs may be more suitable than oropharyngeal swab at this stage of COVID-19 outbreak. © 2020 The Author(s)"
"Clinical characteristics of hospitalised patients with schizophrenia who were suspected to have coronavirus disease (COVID-19) in Hubei Province, China",10.1136/gpsych-2020-100222,"Background: Since the outbreak of COVID-19, no data have been available for hospitalised psychiatric patients who are suspected to have COVID-19. We performed a comprehensive investigation of the clinical features of hospitalised patients with schizophrenia with or without suspected COVID-19 in Hubei Province, China. Aim: To explore the clinical characteristics of hospitalised patients with schizophrenia with suspected COVID-19 in Hubei Province, China. Methods: 21 hospitalised patients with schizophrenia with suspected COVID-19 (COVID-19 suspected group) in the isolation ward of a mental health hospital in Wuhan and 30 hospitalised patients with schizophrenia (clean group) in the general ward of another mental health hospital in Yichang were recruited. We retrospectively reviewed their clinical characteristics, laboratory findings and chest CT results before 21 February 2020. We also compared the emotional and mental symptoms between the two groups. Results: Medical records revealed that 21 COVID-19 suspected patients were transferred to the isolation ward between 30 January 2020 and 15 February 2020. The mean age (SD) of COVID-19 suspected patients was 43.1 (2.6). 12 (57.1%) patients showed abnormalities on chest CT before onset of respiratory symptoms. 14 (66.7%) patients had psychiatric medications adjustment after detection of abnormal chest CT findings. By 21 February, one patient was confirmed to have COVID-19. Even though the remaining 20 (95.2%) were negative for at least two reverse transcription PCR tests, 11 (52.4%) patients met the diagnostic criteria for clinically confirmed cases. Compared with patients in the clean group, patients in the suspected COVID-19 group showed significantly higher stress, depression and anxiety levels and poorer sleep quality. Conclusion: Setting up an independent isolation ward for hospitalised psychiatric patients who are suspected to have symptoms of COVID-19 helped control the spread of the epidemic. Patients with schizophrenia suspected to have COVID-19 showed increased stress and mood and sleep disturbances, which should be appropriately managed. © 2020 Author(s)."
An integrated strategy for the prevention of sars-cov-2 infection in healthcare workers: A prospective observational study,10.3390/ijerph17165785,"Background: Since the beginning of SARS-CoV-2 outbreak, a large number of infections have been reported among healthcare workers (HCWs). The aim of this study was to investigate the occurrence of SARS-CoV-2 infection among HCWs involved in the first management of infected patients and to describe the measures adopted to prevent the transmission in the hospital. Methods: This prospective observational study was conducted between February 21 and April 16, 2020, in the Padua University Hospital (north-east Italy). The infection control policy adopted consisted of the following: the creation of the “Advanced Triage” area for the evaluation of SARS-CoV-2 cases, and the implementation of an integrated infection control surveillance system directed to all the healthcare personnel involved in the Advance Triage area. HCWs were regularly tested with nasopharyngeal swabs for SARS-CoV-2; body temperature and suggestive symptoms were evaluated at each duty. Demographic and clinical data of both patients and HCWs were collected and analyzed; HCWs’ personal protective equipment (PPE) consumption was also recorded. The efficiency of the control strategy among HCWs was evaluated identifying symptomatic infection (primary endpoint) and asymptomatic infection (secondary endpoint) with confirmed detection of SARS-CoV-2. Results: 7595 patients were evaluated in the Advanced Triage area: 5.2% resulted positive and 72.4% was symptomatic. The HCW team was composed of 60 members. A total of 361 nasopharyngeal swabs were performed on HCWs. All the swabs resulted negative and none of the HCWs reached the primary or the secondary endpoint. Conclusions: An integrated hospital infection control strategy, consisting of dedicated areas for infected patients, strict measures for PPE use and mass surveillance, is successful to prevent infection among HCWs. © 2020 by the authors. Licensee MDPI, Basel, Switzerland."
Early Detection and Assessment of Covid-19,10.3389/fmed.2020.00311,"Background: Since the Covid-19 global pandemic emerged, developing countries have been facing multiple challenges over its diagnosis. We aimed to establish a relationship between the signs and symptoms of COVID-19 for early detection and assessment to reduce the transmission rate of SARS-Cov-2. Methods: We collected published data on the clinical features of Covid-19 retrospectively and categorized them into physical and blood biomarkers. Common features were assigned scores by the Borg scoring method with slight modifications and were incorporated into a newly-developed Hashmi-Asif Covid-19 assessment Chart. Correlations between signs and symptoms with the development of Covid-19 was assessed by Pearson correlation and Spearman Correlation coefficient (rho). Linear regression analysis was employed to assess the highest correlating features. The frequency of signs and symptoms in developing Covid-19 was assessed through Chi-square test two tailed with Cramer's V strength. Changes in signs and symptoms were incorporated into a chart that consisted of four tiers representing disease stages. Results: Data from 10,172 Covid-19 laboratory confirmed cases showed a correlation with Fever in 43.9% (P = 0.000) cases, cough 54.08% and dry mucus 25.68% equally significant (P = 0.000), Hyperemic pharyngeal mucus membrane 17.92% (P = 0.005), leukopenia 28.11% (P = 0.000), lymphopenia 64.35% (P = 0.000), thrombopenia 35.49% (P = 0.000), elevated Alanine aminotransferase 50.02% (P = 0.000), and Aspartate aminotransferase 34.49% (P = 0.000). The chart exhibited a maximum scoring of 39. Normal tier scoring was ≤ 12/39, mild state scoring was 13–22/39, and star values scoring was ≥7/15; this latter category on the chart means Covid-19 is progressing and quarantine should be adopted. Moderate stage scored 23–33 and severe scored 34–39 in the chart. Conclusion: The Hashmi-Asif Covid-19 Chart is significant in assessing subclinical and clinical stages of Covid-19 to reduce the transmission rate. © Copyright © 2020 Hashmi and Asif."
"Prognostic factors for severe coronavirus disease 2019 in daegu, Korea",10.3346/JKMS.2020.35.E209,"Background: Since its first detection in December 2019, coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 infection has spread rapidly around the world. Although there have been several studies investigating prognostic factors for severe COVID-19, there have been no such studies in Korea. Methods: We performed a retrospective observational study of 110 patients with confirmed COVID-19 hospitalized at a tertiary hospital in Daegu, Korea. Demographic, clinical, laboratory, and outcome data were collected and analyzed. Severe disease was defined as a composite outcome of acute respiratory distress syndrome, intensive care unit care, or death. Results: Diabetes mellitus (odds ratio [OR], 19.15; 95% confidence interval [CI], 1.90-193.42; P = 0.012), body temperature ≥ 37.8°C (OR, 10.91; 95% CI, 1.35-88.36; P = 0.025), peripheral oxygen saturation < 92% (OR, 33.31; 95% CI, 2.45-452.22; P = 0.008), and creatine kinase-MB (CK-MB) > 6.3 (OR, 56.84; 95% CI, 2.64-1,223.78, P = 0.010) at admission were associated with higher risk of severe COVID-19. The likelihood of development of severe COVID-19 increased with an increasing number of prognostic factors. Conclusion: In conclusion, we found that diabetes mellitus, body temperature ≥ 37.8°C, peripheral oxygen saturation < 92%, and CK-MB > 6.3 are independent predictors of severe disease in hospitalized COVID-19 patients. Appropriate assessment of prognostic factors and close monitoring to provide the necessary interventions at the appropriate time in high-risk patients may reduce the case fatality rate of COVID-19. © 2020 The Korean Academy of Medical Sciences."
"COVID-19 and pregnancy: A review of clinical characteristics, obstetric outcomes and vertical transmission",10.1111/ajo.13204,"Background: Since its emergence in December 2019, COVID-19 has spread to over 210 countries, with an estimated mortality rate of 3–4%. Little is understood about its effects during pregnancy. Aims: To describe the current understanding of COVID-19 illness in pregnant women, to describe obstetric outcomes and to identify gaps in the existing knowledge. Methods: Medline Ovid, EMBASE, World Health Organization COVID-19 research database and Cochrane COVID-19 in pregnancy spreadsheet were accessed on 18/4, 18/5 and 23/5 2020. Articles were screened via Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. The following were excluded: reviews, opinion pieces, guidelines, articles pertaining solely to other viruses, single case reports. Results: Sixty articles were included in this review. Some pregnant participants may have been included in multiple publications, as admission dates overlap for reports from the same hospital. However, a total of 1287 confirmed SARS-CoV-2 positive pregnant cases are reported. Where universal testing was undertaken, asymptomatic infection occurred in 43.5–92% of cases. In the cohort studies, severe and critical COVID-19 illness rates approximated those of the non-pregnant population. Eight maternal deaths, six neonatal deaths, seven stillbirths and five miscarriages were reported. Thirteen neonates were SARS-CoV-2 positive, confirmed by reverse transcription polymerase chain reaction of nasopharyngeal swabs. Conclusions: Where universal screening was conducted, SARS-CoV-2 infection in pregnancy was often asymptomatic. Severe and critical disease rates approximate those in the general population. Vertical transmission is possible; however, it is unclear whether SARS-CoV-2 positive neonates were infected in utero, intrapartum or postpartum. Future work should assess risks of congenital syndromes and adverse perinatal outcomes where infection occurs in early and mid-pregnancy. © 2020 The Royal Australian and New Zealand College of Obstetricians and Gynaecologists"
Absence of SARS-CoV-2 in Semen of a COVID-19 Patient Cohort,10.1111/andr.12848,"Background: Since SARS-CoV-2 infection was first identified in December 2019, the novel coronavirus-induced pneumonia COVID-19 spread rapidly and triggered a global pandemic. Recent bioinformatics evidence suggests that angiotensin converting enzyme 2—the main cell entry target of SARS-CoV-2—is predominantly enriched in spermatogonia, Leydig and Sertoli cells, which suggests the potential vulnerability of the male reproductive system to SARS-CoV-2 infection. Objectives: To identify SARS-CoV-2 RNA in seminal plasma and to determine semen characteristics from male patients in the acute and recovery phases of infection. Methods: From February 26 to April 2, 2020, 23 male patients with COVID-19 were recruited. The clinical characteristics, laboratory findings and chest computed tomography scans of all patients were recorded in detail. We also investigated semen characteristics and the viral RNA load in semen from these patients in the acute and recovery phases of SARS-CoV-2 infection using approved methods. Results: The age range of the 23 patients was 20–62 years. All patients tested negative for SARS-CoV-2 RNA in semen specimens. Among them, the virus had been cleared in 11 patients, as they tested negative. The remaining 12 patients tested negative for SARS-CoV-2 RNA in semen samples, but were positive in sputum and fecal specimens. The median interval from diagnosis to providing semen samples was 32 days, when total sperm counts, total motile sperm counts and sperm morphology of the patients were within normal ranges. Discussion and Conclusion: In this cohort of patients with a recent infection or recovering from COVID-19, there was no SARS-CoV-2 RNA detected in semen samples, which indicates the unlikely possibility of sexual transmission through semen at about 1 month after first detection. This article is protected by copyright. All rights reserved."
Comparison of serologic and molecular SARS-CoV 2 results in a large cohort in Southern Tuscany demonstrates a role for serologic testing to increase diagnostic sensitivity,10.1016/j.clinbiochem.2020.07.002,"Background: Since February 2019, Italian hospitals registered COVID-19 (COronaVIrus Disease 19) cases more often than the rest of the Europe. During this epidemic, health authorities requested swab tests, while seeking new patient paths. Methods: A dual laboratory approach was evaluated, consisting of patient care reports for viral RNA detection on swabs and rapid serological tests in 516 patients (192 symptomatic or paucisymptomatic and 324 asymptomatic). Results: We found the molecular positive fraction equal to 12% (23/192) among symptomatic/paucisymptomatic (S/P) and 15.4% (50/324) in asymptomatic (As) sets. Among subsets, we observed serologically positive results, corresponding to 35% (8/23) for S/P and 38% (19/50) for As. Among molecular negative cases, we detected specific Immunoglobulin G or M (Ig G or Ig M) positivity in the S/P cohort equal to 6.6% (11/167) and 6% (15/246) in As cases. For indeterminate molecular results, we found S/P serological positivity equal to 100% (1/1) and 54% (13/24) in As patients. We found higher (p < 0.05) seropositivity in older patients (n = 8) among symptomatic and positives for viral RNA (n.23). Conclusions: It has been observed that a dual approach of serological and molecular tests detects a higher absolute number of disease cases in a pandemic context,which could improve monitoring and health surveillance efficacy. The age-related seropositivity frequency in this study, if confirmed, could enhance the validity of serological tests, especially in older patients.In these subjects, molecular positivity accompanied by serological positivity (distinct for M and G immunoglobulins) should help determine disease status and support decisions related to patient management. © 2020 The Canadian Society of Clinical Chemists"
"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",10.1016/S0140-6736(20)30566-3,"Background: Since December, 2019, Wuhan, China, has experienced an outbreak of coronavirus disease 2019 (COVID-19), caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Epidemiological and clinical characteristics of patients with COVID-19 have been reported but risk factors for mortality and a detailed clinical course of illness, including viral shedding, have not been well described. Methods: In this retrospective, multicentre cohort study, we included all adult inpatients (≥18 years old) with laboratory-confirmed COVID-19 from Jinyintan Hospital and Wuhan Pulmonary Hospital (Wuhan, China) who had been discharged or had died by Jan 31, 2020. Demographic, clinical, treatment, and laboratory data, including serial samples for viral RNA detection, were extracted from electronic medical records and compared between survivors and non-survivors. We used univariable and multivariable logistic regression methods to explore the risk factors associated with in-hospital death. Findings: 191 patients (135 from Jinyintan Hospital and 56 from Wuhan Pulmonary Hospital) were included in this study, of whom 137 were discharged and 54 died in hospital. 91 (48%) patients had a comorbidity, with hypertension being the most common (58 [30%] patients), followed by diabetes (36 [19%] patients) and coronary heart disease (15 [8%] patients). Multivariable regression showed increasing odds of in-hospital death associated with older age (odds ratio 1·10, 95% CI 1·03–1·17, per year increase; p=0·0043), higher Sequential Organ Failure Assessment (SOFA) score (5·65, 2·61–12·23; p<0·0001), and d-dimer greater than 1 μg/mL (18·42, 2·64–128·55; p=0·0033) on admission. Median duration of viral shedding was 20·0 days (IQR 17·0–24·0) in survivors, but SARS-CoV-2 was detectable until death in non-survivors. The longest observed duration of viral shedding in survivors was 37 days. Interpretation: The potential risk factors of older age, high SOFA score, and d-dimer greater than 1 μg/mL could help clinicians to identify patients with poor prognosis at an early stage. Prolonged viral shedding provides the rationale for a strategy of isolation of infected patients and optimal antiviral interventions in the future. Funding: Chinese Academy of Medical Sciences Innovation Fund for Medical Sciences; National Science Grant for Distinguished Young Scholars; National Key Research and Development Program of China; The Beijing Science and Technology Project; and Major Projects of National Science and Technology on New Drug Creation and Development. © 2020 Elsevier Ltd"
"Positive results for patients with COVID-19 discharged form hospital in Chongqing, China",10.1186/s12879-020-05151-y,"Background: Since December 2019, over 80,000 patients with coronavirus disease 2019 (COVID-19) have been confirmed in China. With the increasing number of recovered patients, more attention should be paid to the follow-up of these patients. Methods: In the study, 576 patients with COVID-19 discharged from hospital in Chongqing, China from January 24, 2020, to March 10, 2020 were evaluated by viral nucleic acid tests for severe acute respiratory syndrome coronavirus 2(SARS-CoV-2) to determine if they could be released from quarantine. Among the 576 patients, 61 patients (10.6%) had positive RT-PCR test results of SARS-CoV-2. We aimed to analyze the demographics, clinical characteristics and treatment of 61 patients. Results: These positive patients were characterized by older age, chronic medical illness and mild conditions. 38 (62.3%) patients who were asymptomatic without abnormalities on chest radiographs were found in the positive with COVID-19. Also, they showed positive results of stool or sputum specimens with negative results of nasal and pharyngeal swab specimens. The median duration of positive result of SARS-CoV-2 was varied from 3 days to 35 days in the patients discharged from hospital with no family member infection. Conclusions: Multi-site screening of SARS-CoV-2 including nasal and pharyngeal swabs, stool and sputum specimens could be considered to improve the diagnosis, treatment and infection control in patients with COVID-19. Our findings provide the important information and clinical evidence for the improved management of patients recovered from COVID-19. © 2020 The Author(s)."
Analysis and suggestions for the preview and triage screening of children with suspected COVID-19 outside the epidemic area of Hubei Province,10.21037/TP.2020.03.08,"Background: Since December 2019, a number of patients infected with COVID-19 (SARS-CoV-2) have been identified in Wuhan, Hubei, China. As the epidemic has spread, similar cases have also been found in other parts of mainland China and abroad. The main reason for this spread is the highly contagious nature of the virus and the fact that children can also become infected during its incubation period. This has made the virus a substantial challenge for the outpatient triage staff of children's hospitals outside the epidemic area of the Hubei Province. It is very important for the preview and triage personnel to accurately grasp the epidemiology of the virus and identify children's symptoms in the fever clinic. Methods: We performed an analysis of our early preview and triage of suspected COVID-19 in 36 children presenting at fever clinics. Two specialists either excluded suspected cases or referred cases to the isolation ward for new nucleic acid testing. Results: All 14 children who were transferred to the isolation ward had a fever, and 71.43% of them had a cough. Their nucleic acid testing results were negative. The suspected cases and excluded suspected cases had similar epidemiology history as well as complete blood count results. With reference to the diagnostic criteria in existing pediatric guidelines, we have further improved the triage screening questionnaire for children with fever in our hospital. Conclusions: According to the situation in our city and hospital, an evaluation questionnaire that is suitable for use with children in our hospital has been formulated to achieve the goals of early detection, isolation, diagnosis, and treatment. We provided an important basis for the next step in developing accurate preview and triage screening standards and appropriate guidelines for pediatric patients. © Translational Pediatrics. All rights reserved."
A 95-year-old patient with unexpected coronavirus disease 2019 masked by aspiration pneumonia: A case report,10.1186/s13256-020-02432-7,"Background: Severe acute respiratory syndrome coronavirus-2 infection has become a pandemic disease (coronavirus disease 2019). The infection has moved from China to the rest of the world and Italy represents one of the most affected countries. Older adults are more susceptible to develop complications with the consequent highest mortality rates. Case presentation: We report a case of a 95-year-old Caucasian woman affected by pneumonia, initially defined as common aspiration pneumonia in a bedridden patient with vascular dementia, which later turned out to be coronavirus disease 2019 pneumonia during the initial spread of severe acute respiratory syndrome coronavirus-2 in our district. Some features of a computed tomography scan of her chest and her clinical history with known dysphagia had led at first to a different diagnosis with a consequent exposure of health professionals to infectious risk in two distinct hospitals. In this case report, we describe the clinical/imaging features of coronavirus disease 2019 pneumonia and the diagnostic process that led to a correct diagnosis in a nonagenarian with multiple comorbidities. Conclusions: This case report highlights both the possible pitfalls in diagnosing coronavirus disease 2019 pneumonia in very old patients with comorbidities and the greater than expected spread of the infection, even in individuals with reduced interpersonal contacts and no defined epidemiological link. © 2020 The Author(s)."
Double-quencher probes improve detection sensitivity toward Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) in a reverse-transcription polymerase chain reaction (RT-PCR) assay,10.1016/j.jviromet.2020.113926,"Background: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) which emerged in the city of Wuhan, Hubei Province, China, has spread worldwide and is threatening human life. The detection of SARS-CoV-2 is critical for preventing new outbreaks, curbing disease spread, and managing patients. Currently, a reverse-transcription polymerase chain reaction (RT-PCR) assay is used to detect the virus in clinical laboratories. However, although this assay is considered to have high specificity, its sensitivity is reportedly as low as 60–70 %. Improved sensitivity is, therefore, urgently required. Methods: We used the primers and single-quencher probes recommended by the CDC (N1, N2 and N3) in the USA and the NIID (N1 and N2) in Japan. In addition, we designed double-quencher probes according to the virus sequence provided by the NIID to develop a further assay (termed the YCH assay [N1 and N2]). Using these assays, we conducted RT-PCR with serially diluted DNA positive controls to assess and compare the detection sensitivity of the three assays. Furthermore, 66 nasopharyngeal swabs were tested to determine the diagnostic performances. Results: The threshold cycle (Ct) value of the RT-PCR was relatively low for the CDC and YCH assays compared with the NIID assay. Serial dilution assays showed that both the CDC and YCH assays could detect low copy numbers of the DNA positive control. The background fluorescence signal at the baseline was lower for the YCH assay compared with the NIID assay. We assessed the diagnostic performance between single- (NIID) and double-quencher (YCH) probes using 66 nasopharyngeal swabs. When the results of YCH-N2 assay were used as a reference, each assay detected SARS-CoV-2 with positive percent agreements of 56 % for NIID-N1, 61 % for YCH-N1, and 94 % for NIID-N2, and 100 % negative percent agreements for NIID-N1, YCH-N1 and NIID-N2. Conclusion: Double-quencher probes decreased the background fluorescence and improved the detection sensitivity of RT-PCR for SARS-CoV-2. © 2020 Elsevier B.V."
Histopathology and ultrastructural findings of fatal COVID-19 infections in Washington State: a case series,10.1016/S0140-6736(20)31305-2,"Background: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the cause of an ongoing pandemic, with increasing deaths worldwide. To date, documentation of the histopathological features in fatal cases of the disease caused by SARS-CoV-2 (COVID-19) has been scarce due to sparse autopsy performance and incomplete organ sampling. We aimed to provide a clinicopathological report of severe COVID-19 cases by documenting histopathological changes and evidence of SARS-CoV-2 tissue tropism. Methods: In this case series, patients with a positive antemortem or post-mortem SARS-CoV-2 result were considered eligible for enrolment. Post-mortem examinations were done on 14 people who died with COVID-19 at the King County Medical Examiner's Office (Seattle, WA, USA) and Snohomish County Medical Examiner's Office (Everett, WA, USA) in negative-pressure isolation suites during February and March, 2020. Clinical and laboratory data were reviewed. Tissue examination was done by light microscopy, immunohistochemistry, electron microscopy, and quantitative RT-PCR. Findings: The median age of our cohort was 73·5 years (range 42–84; IQR 67·5–77·25). All patients had clinically significant comorbidities, the most common being hypertension, chronic kidney disease, obstructive sleep apnoea, and metabolic disease including diabetes and obesity. The major pulmonary finding was diffuse alveolar damage in the acute or organising phases, with five patients showing focal pulmonary microthrombi. Coronavirus-like particles were detected in the respiratory system, kidney, and gastrointestinal tract. Lymphocytic myocarditis was observed in one patient with viral RNA detected in the tissue. Interpretation: The primary pathology observed in our cohort was diffuse alveolar damage, with virus located in the pneumocytes and tracheal epithelium. Microthrombi, where observed, were scarce and endotheliitis was not identified. Although other non-pulmonary organs showed susceptibility to infection, their contribution to the pathogenesis of SARS-CoV-2 infection requires further examination. Funding: None. © 2020 Elsevier Ltd"
Association between detectable SARS-COV-2 RNA in anal swabs and disease severity in patients with coronavirus disease 2019,10.1002/jmv.26307,"Background: Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA was found in the intestines and feces, but its clinical significance is not completely clear. We aim to characterize the longitudinal test results of SARS-CoV-2 RNA in anal swabs and to explore the association with disease severity. Methods: We included laboratory-confirmed coronavirus disease 2019 (COVID-19) patients, who were hospitalized in Guangzhou Eighth People's Hospital and excluded those who had not received anal swabs for SARS-COV-2 RNA testing. Epidemiological, clinical, and laboratory data were obtained. Throat swabs and anal swabs were collected periodically for SARS-COV-2 RNA detection. Results: Two hundred and seventeen eligible patients (median aged 50 years, 50.2% were females) were analyzed. 21.2% (46/217) of the patients were detected with SARS-CoV-2 RNA in anal swabs. The duration of viral RNA was longer, but the viral load was lower in anal swabs than throat swabs in the early stage of the disease. During a median follow-up of 20 days, 30 (13.8%) patients were admitted to the intensive care unit (ICU) for high-flow nasal cannula or higher-level oxygen support measures to correct hypoxemia. Detectable viral RNA in anal swabs (adjusted hazard ratio [aHR], 2.50; 95% confidence interval [CI], 1.20-5.24), increased C-reactive protein (aHR, 3.14; 95% CI, 1.35-7.32) and lymphocytopenia (aHR, 3.12; 95% CI, 1.46-6.67) were independently associated with ICU admission. The cumulative incidence of ICU admission was higher among patients with detectable viral RNA in anal swabs (26.3% vs 10.7%, P =.006). Conclusion: Detectable SARS-CoV-2 RNA in the digestive tract was a potential warning indicator of severe disease. © 2020 Wiley Periodicals LLC"
SARS-CoV-2 environmental contamination associated with persistently infected COVID-19 patients,10.1111/irv.12783,"Background: Severe COVID-19 patients typically test positive for SARS-CoV-2 RNA for extended periods of time, even after recovery from severe disease. Due to the timeframe involved, these patients may have developed humoral immunity to SARS-CoV-2 while still testing positive for viral RNA in swabs. Data are lacking on exposure risks in these situations. Here, we studied SARS-CoV-2 environmental contamination in an ICU and an isolation ward caring for such COVID-19 patients. Methods: We collected air and surface samples in a hospital caring for critical and severe COVID-19 cases from common areas and areas proximal to patients. Results: Of the 218 ICU samples, an air sample contained SARS-CoV-2 RNA. Of the 182 isolation ward samples, nine contained SARS-CoV-2 RNA. These were collected from a facemask, the floor, mobile phones, and the air in the patient room and bathroom. Serum antibodies against SARS-CoV-2 were detected in these patients at the beginning of the study. Conclusions: While there is a perception of increased risk in the ICU, our study demonstrates that isolation wards may pose greater risks to healthcare workers and exposure risks remain with clinically improved patients, weeks after their initial diagnoses. As these patients had serum antibodies, further studies may be warranted to study the utility of serum antibodies as a surrogate of viral clearance in allowing people to return to work. We recommend continued vigilance even with patients who appear to have recovered from COVID-19. © 2020 The Authors. Influenza and Other Respiratory Viruses published by John Wiley & Sons Ltd"
Validation of SARS-CoV-2 detection across multiple specimen types,10.1016/j.jcv.2020.104438,"Background: Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) has caused considerable disruption across the world, resulting in more than 235,000 deaths since December 2019. SARS-CoV-2 has a wide tropism and detection of the virus has been described in multiple specimen types, including various respiratory secretions, cerebrospinal fluid, and stool. Objective: To evaluate the accuracy and sensitivity of a laboratory modified CDCbased SARS-CoV-2 N1 and N2 assay across a range of sample types. Study Design We compared the matrix effect on the analytical sensitivity of SARS-CoV-2 detection by qRT-PCR in nasal swabs collected in viral transport medium (VTM), bronchoalveolar lavage (BAL), sputum, plasma, cerebral spinal fluid (CSF), stool, VTM, phosphate buffered saline (PBS), and Hanks' Balanced Salt Solution (HBSS). Initial limits of detection (LoD) were subsequently narrowed to confirm an LoD for each specimen type and target gene. Results: LoDs were established using a modified CDC-based laboratory developed test and ranged from a mean CT cut-off of 33.8–35.7 (10–20 copies/reaction) for the N1 gene target, and 34.0–36.2 (1–10 copies/reaction) for N2. Alternatives to VTM such as PBS and HBSS had comparable LoDs. The N2 gene target was found to be most sensitive in CSF. Conclusion: A modified CDC-based laboratory developed test is able to detect SARSCoV- 2 accurately with similar sensitivity across all sample types tested. © 2020 Elsevier B.V."
Evaluation of nCoV-QS (MiCo BioMed) for RT-qPCR detection of SARS-CoV-2 from nasopharyngeal samples using CDC FDA EUA qPCR kit as a gold standard: An example of the need of validation studies,10.1016/j.jcv.2020.104454,"Background: Several qPCR kits are available for SARS-CoV-2 diagnosis, mostly lacking of evaluation due to covid19 emergency. Objective: We evaluated nCoV-QS (MiCo BioMed) kit using CDC kit as gold standard. Results: We found limitations for nCoV-QS: 1) lower sensitivity 2) lack of RNA quality control probe. Conclusions: Validation studies should be implemented for any SARS-CoV-2 RT-qPCR commercial kit to prevent unreliable diagnosis. © 2020 Elsevier B.V."
Performance evaluation of serological assays to determine the immunoglobulin status in SARS-CoV-2 infected patients,10.1016/j.jcv.2020.104589,"Background: Serological assays for the determination of the immune status of patients that have tested positive for infection with SARS-CoV-2 by RT-PCR are required for, e.g., contact tracing and epidemiological studies. However, data concerning the performance parameters of commercially available high-throughput ELISA tests are still not available on a large scale. Study design: In our study, we have evaluated an in-house developed ELISA for the detection of the immunoglobulin classes A, G and M directed against the full-length spike glycoprotein from SARS-CoV-2. For this analysis, we have included 110 sera from patients presenting with COVID-19 symptoms or blood donors without symptoms collected at the Austrian Red Cross, Blood Transfusion Service for Upper Austria, Linz. In addition, we have selected four commercially available IgG-based ELISAs as well as one IgA/IgG-based ELISA for the detection of SARS-CoV-2 antigens as well as a multiplexed IgG-based micro-ELISA assay developed for rapid Point of Care testing applications. Conclusions: All assays evaluated in the course of this study demonstrated suitable sensitivity and specificity values for the identification of patients that have experienced a past infection with SARS-CoV-2. However, testing for the presence of additional immunoglobulins (IgA and IgM) as well as using combinations of different viral antigens is highly advised to improve the predictive values of serological assays. © 2020 The Authors"
The underpinning biology relating to multiple sclerosis disease modifying treatments during the COVID-19 pandemic,10.1016/j.msard.2020.102174,"Background: SARS-CoV-2 viral infection causes COVID-19 that can result in severe acute respiratory distress syndrome (ARDS), which can cause significant mortality, leading to concern that immunosuppressive treatments for multiple sclerosis and other disorders have significant risks for both infection and ARDS. Objective: To examine the biology that potentially underpins immunity to the SARS-Cov-2 virus and the immunity-induced pathology related to COVID-19 and determine how this impinges on the use of current disease modifying treatments in multiple sclerosis. Observations: Although information about the mechanisms of immunity are scant, it appears that monocyte/macrophages and then CD8 T cells are important in eliminating the SARS-CoV-2 virus. This may be facilitated via anti-viral antibody responses that may prevent re-infection. However, viral escape and infection of leucocytes to promote lymphopenia, apparent CD8 T cell exhaustion coupled with a cytokine storm and vascular pathology appears to contribute to the damage in ARDS. Implications: In contrast to ablative haematopoietic stem cell therapy, most multiple-sclerosis-related disease modifying therapies do not particularly target the innate immune system and few have any major long-term impact on CD8 T cells to limit protection against COVID-19. In addition, few block the formation of immature B cells within lymphoid tissue that will provide antibody-mediated protection from (re)infection. However, adjustments to dosing schedules may help de-risk the chance of infection further and reduce the concerns of people with MS being treated during the COVID-19 pandemic. © 2020"
